demo run with success.

log:

0.49762 0.45821 0.39285 0.40725
0.50000 0.45843 0.39353 0.40683
0.50238 0.45866 0.39422 0.40640
0.50476 0.45890 0.39492 0.40596
0.50714 0.45913 0.39563 0.40551
0.50952 0.45937 0.39635 0.40505
0.51190 0.45962 0.39708 0.40458
0.51429 0.45987 0.39783 0.40410
0.51667 0.46012 0.39858 0.40361
0.51905 0.46037 0.39934 0.40311
0.52143 0.46063 0.40012 0.40259
0.52381 0.46089 0.40090 0.40207
0.52619 0.46115 0.40170 0.40153
0.52857 0.46142 0.40250 0.40098
0.53095 0.46169 0.40332 0.40042
0.53333 0.46196 0.40415 0.39984
0.53571 0.46223 0.40500 0.39926
0.53810 0.46251 0.40585 0.39866
0.54048 0.46279 0.40671 0.39804
0.54286 0.46307 0.40759 0.39742
0.54524 0.46335 0.40848 0.39678
0.54762 0.46363 0.40938 0.39612
0.55000 0.46392 0.41029 0.39545
0.55238 0.46420 0.41121 0.39477
0.55476 0.46449 0.41214 0.39407
0.55714 0.46478 0.41309 0.39336
0.55952 0.46507 0.41405 0.39264
0.56190 0.46536 0.41502 0.39190
0.56429 0.46565 0.41600 0.39114
0.56667 0.46593 0.41699 0.39037
0.56905 0.46622 0.41799 0.38958
0.57143 0.46651 0.41901 0.38877
0.57381 0.46680 0.42004 0.38795
0.57619 0.46708 0.42107 0.38711
0.57857 0.46736 0.42212 0.38626
0.58095 0.46764 0.42318 0.38539
0.58333 0.46792 0.42426 0.38450
0.58571 0.46819 0.42534 0.38359
0.58810 0.46846 0.42643 0.38266
0.59048 0.46872 0.42754 0.38171
0.59286 0.46898 0.42865 0.38074
0.59524 0.46924 0.42978 0.37975
0.59762 0.46948 0.43092 0.37874
0.60000 0.46972 0.43207 0.37771
0.60238 0.46996 0.43323 0.37666
0.60476 0.47018 0.43440 0.37558
0.60714 0.47040 0.43559 0.37449
0.60952 0.47060 0.43678 0.37336
0.61190 0.47080 0.43799 0.37222
0.61429 0.47099 0.43920 0.37104
0.61667 0.47116 0.44043 0.36985
0.61905 0.47133 0.44166 0.36863
0.62143 0.47148 0.44291 0.36738
0.62381 0.47162 0.44417 0.36611
0.62619 0.47175 0.44544 0.36481
0.62857 0.47186 0.44671 0.36348
0.63095 0.47196 0.44800 0.36213
0.63333 0.47205 0.44930 0.36076
0.63571 0.47212 0.45060 0.35935
0.63810 0.47218 0.45192 0.35792
0.64048 0.47222 0.45324 0.35646
0.64286 0.47225 0.45457 0.35498
0.64524 0.47225 0.45591 0.35347
0.64762 0.47225 0.45726 0.35194
0.65000 0.47222 0.45861 0.35038
0.65238 0.47218 0.45997 0.34879
0.65476 0.47212 0.46133 0.34718
0.65714 0.47205 0.46270 0.34555
0.65952 0.47195 0.46408 0.34389
0.66190 0.47184 0.46546 0.34221
0.66429 0.47170 0.46684 0.34051
0.66667 0.47155 0.46822 0.33878
0.66905 0.47137 0.46961 0.33703
0.67143 0.47117 0.47099 0.33526
0.67381 0.47095 0.47238 0.33347
0.67619 0.47071 0.47377 0.33166
0.67857 0.47045 0.47515 0.32983
0.68095 0.47016 0.47653 0.32799
0.68333 0.46984 0.47791 0.32612
0.68571 0.46950 0.47928 0.32424
0.68810 0.46914 0.48065 0.32234
0.69048 0.46875 0.48202 0.32042
0.69286 0.46833 0.48337 0.31850
0.69524 0.46789 0.48472 0.31655
0.69762 0.46741 0.48606 0.31460
0.70000 0.46691 0.48740 0.31263
0.70238 0.46639 0.48872 0.31064
0.70476 0.46583 0.49003 0.30865
0.70714 0.46524 0.49133 0.30665
0.70952 0.46463 0.49262 0.30463
0.71190 0.46398 0.49390 0.30261
0.71429 0.46331 0.49516 0.30058
0.71667 0.46261 0.49641 0.29853
0.71905 0.46188 0.49765 0.29649
0.72143 0.46112 0.49887 0.29443
0.72381 0.46033 0.50008 0.29237
0.72619 0.45951 0.50128 0.29030
0.72857 0.45866 0.50245 0.28823
0.73095 0.45778 0.50362 0.28615
0.73333 0.45688 0.50477 0.28407
0.73571 0.45595 0.50590 0.28199
0.73810 0.45499 0.50702 0.27990
0.74048 0.45401 0.50812 0.27781
0.74286 0.45300 0.50920 0.27572
0.74524 0.45196 0.51027 0.27363
0.74762 0.45090 0.51132 0.27154
0.75000 0.44982 0.51235 0.26945
0.75238 0.44871 0.51337 0.26735
0.75476 0.44758 0.51437 0.26527
0.75714 0.44643 0.51535 0.26318
0.75952 0.44525 0.51632 0.26110
0.76190 0.44406 0.51727 0.25902
0.76429 0.44284 0.51820 0.25694
0.76667 0.44161 0.51911 0.25487
0.76905 0.44036 0.52001 0.25281
0.77143 0.43909 0.52089 0.25075
0.77381 0.43780 0.52175 0.24870
0.77619 0.43650 0.52259 0.24665
0.77857 0.43518 0.52342 0.24462
0.78095 0.43385 0.52423 0.24259
0.78333 0.43250 0.52502 0.24057
0.78571 0.43115 0.52579 0.23856
0.78810 0.42978 0.52655 0.23656
0.79048 0.42839 0.52729 0.23457
0.79286 0.42700 0.52801 0.23259
0.79524 0.42560 0.52872 0.23063
0.79762 0.42418 0.52941 0.22867
0.80000 0.42276 0.53008 0.22672
0.80238 0.42133 0.53073 0.22479
0.80476 0.41989 0.53137 0.22287
0.80714 0.41844 0.53199 0.22096
0.80952 0.41699 0.53260 0.21906
0.81190 0.41552 0.53319 0.21718
0.81429 0.41406 0.53376 0.21531
0.81667 0.41258 0.53432 0.21345
0.81905 0.41110 0.53486 0.21161
0.82143 0.40961 0.53538 0.20978
0.82381 0.40812 0.53590 0.20796
0.82619 0.40662 0.53639 0.20616
0.82857 0.40512 0.53687 0.20437
0.83095 0.40361 0.53734 0.20259
0.83333 0.40210 0.53779 0.20083
0.83571 0.40058 0.53823 0.19908
0.83810 0.39906 0.53865 0.19735
0.84048 0.39754 0.53906 0.19563
0.84286 0.39601 0.53946 0.19392
0.84524 0.39448 0.53984 0.19223
0.84762 0.39294 0.54021 0.19055
0.85000 0.39140 0.54056 0.18889
0.85238 0.38986 0.54091 0.18724
0.85476 0.38831 0.54124 0.18560
0.85714 0.38676 0.54156 0.18398
0.85952 0.38520 0.54186 0.18238
0.86190 0.38364 0.54216 0.18079
0.86429 0.38208 0.54244 0.17921
0.86667 0.38052 0.54271 0.17765
0.86905 0.37895 0.54297 0.17610
0.87143 0.37738 0.54321 0.17456
0.87381 0.37580 0.54345 0.17304
0.87619 0.37423 0.54368 0.17154
0.87857 0.37265 0.54389 0.17004
0.88095 0.37106 0.54410 0.16856
0.88333 0.36948 0.54429 0.16710
0.88571 0.36789 0.54448 0.16565
0.88810 0.36630 0.54465 0.16421
0.89048 0.36470 0.54482 0.16279
0.89286 0.36311 0.54498 0.16138
0.89524 0.36151 0.54512 0.15999
0.89762 0.35991 0.54526 0.15860
0.90000 0.35831 0.54539 0.15724
0.90238 0.35670 0.54551 0.15588
0.90476 0.35509 0.54563 0.15454
0.90714 0.35348 0.54573 0.15321
0.90952 0.35187 0.54583 0.15189
0.91190 0.35026 0.54592 0.15059
0.91429 0.34865 0.54601 0.14930
0.91667 0.34703 0.54608 0.14803
0.91905 0.34541 0.54615 0.14676
0.92143 0.34379 0.54622 0.14551
0.92381 0.34217 0.54627 0.14427
0.92619 0.34055 0.54632 0.14305
0.92857 0.33893 0.54637 0.14183
0.93095 0.33730 0.54641 0.14063
0.93333 0.33567 0.54644 0.13945
0.93571 0.33405 0.54648 0.13827
0.93810 0.33242 0.54650 0.13711
0.94048 0.33079 0.54652 0.13595
0.94286 0.32915 0.54654 0.13482
0.94524 0.32752 0.54655 0.13369
0.94762 0.32589 0.54656 0.13257
0.95000 0.32425 0.54657 0.13147
0.95238 0.32262 0.54657 0.13038
0.95476 0.32098 0.54657 0.12930
0.95714 0.31934 0.54656 0.12824
0.95952 0.31770 0.54656 0.12718
0.96190 0.31607 0.54654 0.12614
0.96429 0.31443 0.54653 0.12511
0.96667 0.31279 0.54652 0.12410
0.96905 0.31115 0.54650 0.12309
0.97143 0.30951 0.54648 0.12210
0.97381 0.30787 0.54645 0.12112
0.97619 0.30623 0.54643 0.12016
0.97857 0.30459 0.54640 0.11921
0.98095 0.30295 0.54637 0.11828
0.98333 0.30131 0.54634 0.11736
0.98571 0.29967 0.54630 0.11645
0.98810 0.29803 0.54627 0.11556
0.99048 0.29640 0.54623 0.11469
0.99286 0.29476 0.54619 0.11384
0.99524 0.29312 0.54614 0.11300
0.99762 0.29149 0.54609 0.11219
1.00000 0.28985 0.54604 0.11139
1.00238 0.28822 0.54599 0.11061
1.00476 0.28659 0.54594 0.10986
1.00714 0.28496 0.54588 0.10913
1.00952 0.28333 0.54582 0.10842
1.01190 0.28170 0.54576 0.10774
1.01429 0.28008 0.54569 0.10708
1.01667 0.27845 0.54562 0.10645
1.01905 0.27683 0.54555 0.10584
1.02143 0.27521 0.54547 0.10527
1.02381 0.27359 0.54539 0.10472
1.02619 0.27197 0.54530 0.10420
1.02857 0.27035 0.54522 0.10371
1.03095 0.26874 0.54512 0.10326
1.03333 0.26713 0.54503 0.10284
1.03571 0.26552 0.54493 0.10244
1.03810 0.26392 0.54483 0.10208
1.04048 0.26231 0.54472 0.10176
1.04286 0.26071 0.54461 0.10147
1.04524 0.25912 0.54450 0.10121
1.04762 0.25753 0.54438 0.10099
1.05000 0.25594 0.54426 0.10080
1.05238 0.25436 0.54413 0.10064
1.05476 0.25278 0.54401 0.10052
1.05714 0.25121 0.54387 0.10044
1.05952 0.24964 0.54374 0.10039
1.06190 0.24809 0.54360 0.10037
1.06429 0.24653 0.54346 0.10039
1.06667 0.24499 0.54332 0.10045
1.06905 0.24346 0.54318 0.10054
1.07143 0.24193 0.54303 0.10067
1.07381 0.24041 0.54288 0.10083
1.07619 0.23891 0.54273 0.10103
1.07857 0.23742 0.54258 0.10127
1.08095 0.23594 0.54243 0.10154
1.08333 0.23447 0.54228 0.10184
1.08571 0.23302 0.54212 0.10219
1.08810 0.23159 0.54197 0.10257
