demo run with success.

log:

#!/bin/bash
source /home/amd_clmc/team/workspace/devel/setup.bash
cd /home/amd_clmc/team/workspace/devel/lib/amd_clmc_dmp/
chmod +x amd_clmc_dmp_cart_dmp_single_traj_training_demo
./amd_clmc_dmp_cart_dmp_single_traj_training_demo /home/amd_clmc/team/workspace/devel


0.78571 0.41346 0.52011 0.22637
0.78810 0.41228 0.52090 0.22447
0.79048 0.41109 0.52167 0.22258
0.79286 0.40988 0.52244 0.22069
0.79524 0.40865 0.52319 0.21881
0.79762 0.40742 0.52392 0.21693
0.80000 0.40617 0.52464 0.21506
0.80238 0.40491 0.52535 0.21320
0.80476 0.40364 0.52605 0.21134
0.80714 0.40235 0.52673 0.20950
0.80952 0.40106 0.52740 0.20766
0.81190 0.39975 0.52805 0.20582
0.81429 0.39843 0.52869 0.20400
0.81667 0.39710 0.52932 0.20219
0.81905 0.39577 0.52993 0.20038
0.82143 0.39442 0.53053 0.19859
0.82381 0.39306 0.53112 0.19680
0.82619 0.39169 0.53169 0.19502
0.82857 0.39031 0.53225 0.19326
0.83095 0.38893 0.53280 0.19150
0.83333 0.38753 0.53333 0.18975
0.83571 0.38613 0.53385 0.18802
0.83810 0.38471 0.53436 0.18629
0.84048 0.38329 0.53485 0.18458
0.84286 0.38187 0.53534 0.18287
0.84524 0.38043 0.53581 0.18118
0.84762 0.37899 0.53626 0.17950
0.85000 0.37754 0.53671 0.17783
0.85238 0.37608 0.53714 0.17617
0.85476 0.37462 0.53757 0.17452
0.85714 0.37315 0.53798 0.17289
0.85952 0.37167 0.53837 0.17126
0.86190 0.37019 0.53876 0.16965
0.86429 0.36870 0.53914 0.16805
0.86667 0.36721 0.53950 0.16647
0.86905 0.36571 0.53986 0.16489
0.87143 0.36420 0.54020 0.16333
0.87381 0.36269 0.54053 0.16178
0.87619 0.36118 0.54085 0.16024
0.87857 0.35966 0.54117 0.15872
0.88095 0.35814 0.54147 0.15721
0.88333 0.35661 0.54176 0.15571
0.88571 0.35508 0.54204 0.15423
0.88810 0.35355 0.54231 0.15276
0.89048 0.35201 0.54258 0.15130
0.89286 0.35047 0.54283 0.14985
0.89524 0.34892 0.54307 0.14842
0.89762 0.34738 0.54331 0.14701
0.90000 0.34582 0.54353 0.14560
0.90238 0.34427 0.54375 0.14421
0.90476 0.34271 0.54396 0.14284
0.90714 0.34115 0.54416 0.14148
0.90952 0.33959 0.54435 0.14013
0.91190 0.33803 0.54453 0.13880
0.91429 0.33646 0.54471 0.13748
0.91667 0.33489 0.54488 0.13617
0.91905 0.33332 0.54504 0.13488
0.92143 0.33175 0.54519 0.13361
0.92381 0.33017 0.54533 0.13235
0.92619 0.32859 0.54547 0.13110
0.92857 0.32702 0.54560 0.12988
0.93095 0.32544 0.54572 0.12866
0.93333 0.32385 0.54584 0.12746
0.93571 0.32227 0.54595 0.12628
0.93810 0.32069 0.54606 0.12511
0.94048 0.31910 0.54615 0.12396
0.94286 0.31752 0.54624 0.12283
0.94524 0.31593 0.54633 0.12171
0.94762 0.31435 0.54641 0.12061
0.95000 0.31276 0.54648 0.11952
0.95238 0.31117 0.54655 0.11845
0.95476 0.30958 0.54661 0.11740
0.95714 0.30799 0.54667 0.11637
0.95952 0.30641 0.54672 0.11535
0.96190 0.30482 0.54677 0.11435
0.96429 0.30323 0.54681 0.11337
0.96667 0.30164 0.54685 0.11241
0.96905 0.30005 0.54688 0.11146
0.97143 0.29847 0.54691 0.11053
0.97381 0.29688 0.54694 0.10962
0.97619 0.29529 0.54695 0.10873
0.97857 0.29371 0.54697 0.10786
0.98095 0.29213 0.54698 0.10701
0.98333 0.29055 0.54699 0.10618
0.98571 0.28897 0.54699 0.10536
0.98810 0.28739 0.54699 0.10457
0.99048 0.28581 0.54699 0.10380
0.99286 0.28424 0.54698 0.10304
0.99524 0.28267 0.54697 0.10231
0.99762 0.28110 0.54695 0.10160
1.00000 0.27953 0.54693 0.10091
1.00238 0.27797 0.54691 0.10024
1.00476 0.27641 0.54689 0.09960
1.00714 0.27486 0.54686 0.09898
1.00952 0.27331 0.54683 0.09838
1.01190 0.27176 0.54680 0.09780
1.01429 0.27022 0.54676 0.09724
1.01667 0.26868 0.54672 0.09672
1.01905 0.26715 0.54668 0.09621
1.02143 0.26562 0.54663 0.09573
1.02381 0.26410 0.54659 0.09528
1.02619 0.26259 0.54654 0.09485
1.02857 0.26108 0.54649 0.09444
1.03095 0.25958 0.54643 0.09406
1.03333 0.25808 0.54638 0.09371
1.03571 0.25660 0.54632 0.09339
1.03810 0.25512 0.54626 0.09309
1.04048 0.25364 0.54620 0.09282
1.04286 0.25218 0.54613 0.09258
1.04524 0.25073 0.54607 0.09236
1.04762 0.24928 0.54600 0.09218
1.05000 0.24784 0.54593 0.09202
1.05238 0.24642 0.54586 0.09189
1.05476 0.24500 0.54579 0.09178
1.05714 0.24359 0.54572 0.09171
1.05952 0.24219 0.54564 0.09167
1.06190 0.24081 0.54557 0.09165
1.06429 0.23943 0.54549 0.09166
1.06667 0.23807 0.54542 0.09170
1.06905 0.23672 0.54534 0.09178
1.07143 0.23538 0.54526 0.09187
1.07381 0.23406 0.54518 0.09200
1.07619 0.23274 0.54510 0.09216
1.07857 0.23145 0.54502 0.09235
1.08095 0.23016 0.54494 0.09256
1.08333 0.22889 0.54486 0.09281
1.08571 0.22764 0.54478 0.09308
1.08810 0.22640 0.54471 0.09339
1.09048 0.22518 0.54463 0.09372
1.09286 0.22398 0.54455 0.09408
1.09524 0.22279 0.54447 0.09447
1.09762 0.22163 0.54439 0.09489
1.10000 0.22048 0.54432 0.09533
1.10238 0.21935 0.54424 0.09581
1.10476 0.21824 0.54416 0.09631
1.10714 0.21714 0.54409 0.09684
1.10952 0.21607 0.54402 0.09740
1.11190 0.21503 0.54395 0.09799
1.11429 0.21400 0.54388 0.09861
1.11667 0.21299 0.54381 0.09925
1.11905 0.21201 0.54375 0.09992
1.12143 0.21105 0.54368 0.10062
1.12381 0.21012 0.54362 0.10135
1.12619 0.20920 0.54356 0.10210
1.12857 0.20832 0.54350 0.10288
1.13095 0.20745 0.54345 0.10368
1.13333 0.20661 0.54340 0.10452
1.13571 0.20580 0.54334 0.10537
1.13810 0.20501 0.54330 0.10625
1.14048 0.20424 0.54325 0.10716
1.14286 0.20351 0.54321 0.10809
1.14524 0.20280 0.54316 0.10904
1.14762 0.20211 0.54312 0.11002
1.15000 0.20145 0.54309 0.11102
1.15238 0.20082 0.54305 0.11205
1.15476 0.20021 0.54302 0.11309
1.15714 0.19963 0.54299 0.11416
1.15952 0.19908 0.54297 0.11524
1.16190 0.19855 0.54294 0.11635
1.16429 0.19806 0.54292 0.11748
1.16667 0.19759 0.54290 0.11862
1.16905 0.19714 0.54289 0.11979
1.17143 0.19673 0.54287 0.12097
1.17381 0.19634 0.54286 0.12216
1.17619 0.19598 0.54285 0.12338
1.17857 0.19565 0.54284 0.12460
1.18095 0.19535 0.54284 0.12585
1.18333 0.19508 0.54284 0.12710
1.18571 0.19483 0.54284 0.12837
1.18810 0.19461 0.54284 0.12965
1.19048 0.19442 0.54284 0.13095
1.19286 0.19426 0.54285 0.13225
1.19524 0.19413 0.54286 0.13357
1.19762 0.19402 0.54287 0.13489
1.20000 0.19395 0.54288 0.13622
1.20238 0.19390 0.54290 0.13756
1.20476 0.19388 0.54292 0.13891
1.20714 0.19388 0.54293 0.14026
1.20952 0.19392 0.54296 0.14162
1.21190 0.19398 0.54298 0.14298
1.21429 0.19407 0.54300 0.14435
1.21667 0.19419 0.54303 0.14572
1.21905 0.19434 0.54306 0.14710
1.22143 0.19451 0.54309 0.14848
1.22381 0.19471 0.54312 0.14985
1.22619 0.19494 0.54315 0.15123
1.22857 0.19519 0.54319 0.15261
1.23095 0.19547 0.54322 0.15399
1.23333 0.19577 0.54326 0.15537
1.23571 0.19610 0.54330 0.15674
1.23810 0.19645 0.54334 0.15811
1.24048 0.19683 0.54338 0.15948
1.24286 0.19723 0.54343 0.16085
1.24524 0.19766 0.54347 0.16220
1.24762 0.19810 0.54352 0.16356
1.25000 0.19857 0.54356 0.16490
1.25238 0.19907 0.54361 0.16624
1.25476 0.19958 0.54366 0.16756
1.25714 0.20011 0.54371 0.16888
1.25952 0.20067 0.54377 0.17019
1.26190 0.20125 0.54382 0.17149
1.26429 0.20184 0.54387 0.17277
1.26667 0.20246 0.54393 0.17404
1.26905 0.20309 0.54399 0.17530
1.27143 0.20374 0.54404 0.17654
1.27381 0.20441 0.54410 0.17776
1.27619 0.20509 0.54416 0.17897
1.27857 0.20579 0.54422 0.18016
1.28095 0.20651 0.54429 0.18134
1.28333 0.20725 0.54435 0.18250
1.28571 0.20799 0.54441 0.18363
1.28810 0.20876 0.54448 0.18475
1.29048 0.20953 0.54454 0.18585
1.29286 0.21033 0.54461 0.18692
1.29524 0.21113 0.54467 0.18798
1.29762 0.21195 0.54474 0.18901
1.30000 0.21278 0.54481 0.19002
1.30238 0.21362 0.54488 0.19100
1.30476 0.21448 0.54495 0.19197
1.30714 0.21534 0.54502 0.19290
1.30952 0.21622 0.54510 0.19382
1.31190 0.21711 0.54517 0.19471
1.31429 0.21800 0.54524 0.19557
1.31667 0.21891 0.54532 0.19641
1.31905 0.21983 0.54540 0.19722
1.32143 0.22076 0.54548 0.19800
1.32381 0.22169 0.54556 0.19876
1.32619 0.22264 0.54564 0.19948
1.32857 0.22359 0.54572 0.20018
1.33095 0.22455 0.54580 0.20086
1.33333 0.22552 0.54589 0.20150
1.33571 0.22650 0.54597 0.20211
1.33810 0.22748 0.54606 0.20270
1.34048 0.22847 0.54615 0.20325
